OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
143,WACOA,COLVILLE AGENCY,WILMONT,180,2008/07/13 00:00:00+00,2008/07/14 00:00:00+00,148.8113823,2008,LIGHTNING,6482197.8839135,15159.9642760552
144,WAYAA,BIA - YAKIMA,RANSIER ROAD,UNKNOWN,2009/06/29 00:00:00+00,2009/06/29 00:00:00+00,354.17699465,2009,UNKNOWN,15427888.1753265,25521.050790918
145,WASES,WA DNR - SE REGION,FORREST,UNKNOWN,2009/07/11 00:00:00+00,2009/07/12 00:00:00+00,255.38194915,2009,UNKNOWN,11124393.207293,20636.5269555278
146,WAHNC,HANFORD,ENW,UNKNOWN,2009/07/17 00:00:00+00,2009/07/17 00:00:00+00,3.22583479,2009,UNKNOWN,140516.8014825,1402.24792380267
147,WACOA,COLVILLE AGENCY,FISH HATCHERY,UNKNOWN,2009/07/23 00:00:00+00,2009/07/25 00:00:00+00,237.13494544,2009,LIGHTNING,10329556.9050565,17026.8751184322
148,WACOA,COLVILLE AGENCY,OWHI TREE,UNKNOWN,2009/07/23 00:00:00+00,2009/07/25 00:00:00+00,10.45928908,2009,LIGHTNING,455604.809773,2886.58198515469
149,WACOA,COLVILLE AGENCY,JOHNSON LAKE,165,2009/07/23 00:00:00+00,2009/07/25 00:00:00+00,711.99459944,2009,LIGHTNING,31014360.693884,34222.1710171628
150,WAMSF,MT. BAKER-SNOQ NF,DEER 1,UNKNOWN,2009/07/30 00:00:00+00,2009/08/05 00:00:00+00,0.53222827,2009,UNKNOWN,23183.7707145,949.116346488596
151,WAWFS,WA FIRE SERVICE,UNION VALLEY,UNKNOWN,2009/07/29 00:00:00+00,2009/08/01 00:00:00+00,524.69205564,2009,LIGHTNING,22855494.521611,28426.7301425317
152,WAGPF,GIFFORD PINCHOT NF,LANGILLE,UNKNOWN,2009/07/27 00:00:00+00,2009/08/02 00:00:00+00,471.01319057,2009,UNKNOWN,20517252.511798,21911.4394812797
153,WAWFS,WA FIRE SERVICE,MILEPOST 31,208,2012/06/13 00:00:00+00,2012/06/14 00:00:00+00,1127.69544198,2012,UNKNOWN,49122216.963129,52351.1518469105
154,WAWFS,WA FIRE SERVICE,AVERY,UNKNOWN,2009/08/13 00:00:00+00,2009/08/13 00:00:00+00,264.60167397,2009,UNKNOWN,11526002.8137875,24637.4544313597
155,WACOA,COLVILLE AGENCY,CAMERON LAKE,167,2013/08/07 00:00:00+00,2013/08/06 00:00:00+00,131.1028321,2013,LIGHTNING,5710816.5231055,9383.72516977505
156,WACOA,COLVILLE AGENCY,BUFFALO LAKE,0254,2009/08/21 00:00:00+00,2009/08/21 00:00:00+00,328.63973445,2009,ARSON,14315489.5705185,16752.5926218895
157,WACOF,COLVILLE NF,SLEEPY,024,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,1401.85056765,2001,UNKNOWN,61064366.46875,49277.5379725204
158,WAOWF,OKAN-WEN NF,DISCOVERY,UNKNOWN,2009/07/28 00:00:00+00,2009/08/08 00:00:00+00,4120.2867889,2009,UNKNOWN,179478974.606471,66560.7776834606
159,WAMCR,MID COLUMBIA NWR,DRY CREEK COMPLEX,UNKNOWN,2009/08/21 00:00:00+00,2009/08/23 00:00:00+00,48901.64865507,2009,UNKNOWN,2130147294.80012,515045.110673204
160,WASES,WA DNR - SE REGION,HIGH HILL,UNKNOWN,2009/08/20 00:00:00+00,2009/08/22 00:00:00+00,98.61899503,2009,UNKNOWN,4295826.239968,15860.7734913992
161,WASES,WA DNR - SE REGION,SR-17,UNKNOWN,2009/08/20 00:00:00+00,2009/08/23 00:00:00+00,897.49516605,2009,UNKNOWN,39094733.053676,26698.2117060652
162,WASES,WA DNR - SE REGION,B.5,UNKNOWN,2009/08/20 00:00:00+00,2009/08/23 00:00:00+00,282.12277067,2009,UNKNOWN,12289218.7332705,19226.8184619792
163,WASES,WA DNR - SE REGION,TRAIL,UNKNOWN,2009/07/05 00:00:00+00,2009/07/07 00:00:00+00,63.30774201,2009,CAMPFIRE,2757674.211368,8164.27954738287
164,WASES,WA DNR - SE REGION,OAK CREEK,UNKNOWN,2009/07/15 00:00:00+00,2009/07/17 00:00:00+00,150.41144852,2009,UNKNOWN,6551896.490018,14181.7471612622
165,WASES,WA DNR - SE REGION,NAHAHUM,UNKNOWN,2009/08/19 00:00:00+00,2009/08/19 00:00:00+00,48.50436303,2009,UNKNOWN,2112841.602133,6816.9416600241
166,WASES,WA DNR - SE REGION,LAKE ENTIAT,UNKNOWN,2009/06/02 00:00:00+00,2009/06/02 00:00:00+00,182.4252547,2009,UNKNOWN,7946412.309018,17552.2923630496
167,WASES,WA DNR - SE REGION,HALE STORM,UNKNOWN,2009/07/31 00:00:00+00,2009/08/05 00:00:00+00,54.80694637,2009,UNKNOWN,2387381.0342245,8682.60643481067
168,WANES,WA DNR - NE REGION,ODEN ROAD,1262,2009/08/22 00:00:00+00,2009/08/26 00:00:00+00,9607.49330354,2009,LIGHTNING,418500734.294016,118315.075555017
169,WACOA,COLVILLE AGENCY,MILEPOST 38,304,2009/09/16 00:00:00+00,2009/09/18 00:00:00+00,1910.88147461,2009,MISCELLANEOUS,83237664.0821975,52565.665526775
170,WACOA,COLVILLE AGENCY,CONCRETE PLANT,265,2009/08/27 00:00:00+00,2009/08/28 00:00:00+00,195.80526241,2009,ARSON,8529243.1134775,13279.8055903148
171,WANCP,NORTH CASCADES NP,BRUSH CREEK,203,2009/08/02 00:00:00+00,2009/08/09 00:00:00+00,391.44204795,2009,LIGHTNING,17051147.4037605,21839.0646630885
172,WAOWF,OKAN-WEN NF,PRESTON-FOX,UNKNOWN,2009/10/04 00:00:00+00,2009/10/07 00:00:00+00,1215.98778453,2009,DEBRIS BURN,52968216.020533,32781.8377250089
173,WAOWF,OKAN-WEN NF,TWIN PEAKS,UNKNOWN,2009/09/03 00:00:00+00,2009/09/25 00:00:00+00,666.36478804,2009,UNKNOWN,29026734.059872,26803.8586712469
174,WACCC,COLUMBIA CASCADE,DALLESPORT,001,2010/07/12 00:00:00+00,2010/07/13 00:00:00+00,1179.06539837,2010,POWER LINE,51359883.3127005,33858.6818889129
175,WASES,WA DNR - SE REGION,SWAKANE,249,2010/07/10 00:00:00+00,2010/07/16 00:00:00+00,19437.00371798,2010,MISCELLANEOUS,846672495.254976,149484.097735367
176,WAYKCN,YAKIMA COUNTY FD,COWICHE MILL,102,2010/07/18 00:00:00+00,2010/07/19 00:00:00+00,6190.6972946,2010,MISCELLANEOUS,269665695.486875,79784.9450002597
177,WASPA,SPOKANE AGENCY,LINE,005629,2010/07/12 00:00:00+00,2010/07/15 00:00:00+00,909.85577433,2010,MISCELLANEOUS,39633158.996867,50876.460100917
178,WANCP,NORTH CASCADES NP,DEVILS GULCH,298,2010/07/29 00:00:00+00,2010/08/02 00:00:00+00,36.63409036,2010,LIGHTNING,1595774.5931235,7120.94253628609
179,WANCP,NORTH CASCADES NP,NAHAHUM,346,2010/07/29 00:00:00+00,2010/08/02 00:00:00+00,1947.45079312,2010,LIGHTNING,84830617.224801,64413.3836781805
180,WANCP,NORTH CASCADES NP,TRIPP CANYON,346,2010/07/29 00:00:00+00,2010/08/02 00:00:00+00,71.54657712,2010,LIGHTNING,3116556.4329475,7583.75126872207
181,WANCP,NORTH CASCADES NP,RAINBOW BRIDGE,005,2010/07/29 00:00:00+00,2010/08/02 00:00:00+00,4117.8871198,2010,UNKNOWN,179374445.438809,83540.3520720153
182,WAOWF,OKAN-WEN NF,VIRGINIA LAKE,UNKNOWN,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,36683.98601782,2001,UNKNOWN,1597948039.1249,204731.761641437
183,WAOWF,OKAN-WEN NF,ROCKY HULL,UNKNOWN,2000/07/22 00:00:00+00,2000/07/26 00:00:00+00,9481.85678068,2000,LIGHTNING,413028029.249546,143949.310325764
184,WAOWF,OKAN-WEN NF,WHISKY MOUNTAIN,353,2007/08/18 00:00:00+00,2007/08/18 00:00:00+00,961.00487006,2007,LIGHTNING,41861204.694356,44857.3237702411
185,WA,UNKNOWN,FERN ROAD,UNKNOWN,2002/09/16 00:00:00+00,2002/09/16 00:00:00+00,15.65862786,2002,UNKNOWN,682087.101386,3312.09928206909
186,ORCGF,COLUMBIA RG NSA,COURTNEY ROAD,UNKNOWN,2001/07/12 00:00:00+00,2001/07/12 00:00:00+00,89.65697123,2001,UNKNOWN,3905442.045127,12162.7240396454
187,ORPRD,PRINEVILLE DIST,DOG CREEK,UNKNOWN,2001/07/12 00:00:00+00,2001/07/12 00:00:00+00,568.58337726,2001,UNKNOWN,24767392.843762,28048.6525487926
188,ORCGF,COLUMBIA RG NSA,UNKNOWN,UNKNOWN,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,93.34318517,2001,UNKNOWN,4066012.881793,8295.52575518524
189,WAOWF,OKAN-WEN NF,AMABILIS,00734,2006/10/12 00:00:00+00,2006/12/10 00:00:00+00,116.99950814,2006,UNKNOWN,5096478.1886495,11640.3382676775
190,WAOWF,OKAN-WEN NF,RATTLESNAKE CREEK,077,2007/08/05 00:00:00+00,2007/08/05 00:00:00+00,1653.59408222,2007,UNKNOWN,72030270.0995015,51586.500982657
191,WAOWF,OKAN-WEN NF,TROUT,131,2006/06/27 00:00:00+00,2006/06/27 00:00:00+00,139.95743282,2006,EQUIPMENT USE,6096521.3876615,14649.2512062115
192,WAGPF,GIFFORD PINCHOT NF,LOST LAKE,UNKNOWN,2003/05/08 00:00:00+00,2003/05/08 00:00:00+00,265.02327787,2003,UNKNOWN,11544367.8065,16507.5345910201
193,WAYAA,BIA - YAKIMA,MILE MARKER 44,100,2004/08/11 00:00:00+00,2004/08/13 00:00:00+00,126.13880661,2004,UNKNOWN,5494584.4373365,15170.7699714392
194,WAOWF,OKAN-WEN NF,CAPE LABELLE,047,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,260.35904241,2001,UNKNOWN,11341194.522335,19106.3116903104
195,WA,UNKNOWN,AVERY,UNKNOWN,2003/07/13 00:00:00+00,2003/07/13 00:00:00+00,284.03341072,2003,UNKNOWN,12372445.8811485,32819.7816004638
196,WASES,WA DNR - SE REGION,ROCKY FORD,509,2006/06/28 00:00:00+00,2006/06/28 00:00:00+00,3183.48271274,2006,UNKNOWN,138671952.277299,54979.7546307276
197,ORUMF,UMATILLA NF,COTTONWOOD,258,2007/08/18 00:00:00+00,2008/05/29 00:00:00+00,3399.02911089,2007,EQUIPMENT USE,148061115.824266,72822.8105742824
198,WAOWF,OKAN-WEN NF,LEMAH,102,2009/07/25 00:00:00+00,2009/07/25 00:00:00+00,649.35772031,2009,LIGHTNING,28285909.1529295,23823.8260532222
199,WAOWF,OKAN-WEN NF,SHULL RIDGE,061,2009/07/17 00:00:00+00,2009/07/17 00:00:00+00,211.74649621,2009,LIGHTNING,9223640.480222,16532.6416267414
200,WAOWF,OKAN-WEN NF,SABLE,155,2009/07/30 00:00:00+00,2009/07/30 00:00:00+00,542.3959843,2009,LIGHTNING,23626674.5693465,24827.307215784
201,WAMSF,MT. BAKER-SNOQ NF,MINERAL PARK,053,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,403.96614476,2003,UNKNOWN,17596694.878794,18944.5595903195
202,WAMSF,MT. BAKER-SNOQ NF,SWIFT CREEK,062,2004/07/24 00:00:00+00,2004/07/27 00:00:00+00,536.76631734,2004,LIGHTNING,23381447.2570815,18858.2928624525
203,WAMSF,MT. BAKER-SNOQ NF,SPRING,082,2009/08/26 00:00:00+00,2009/08/26 00:00:00+00,219.66443002,2009,LIGHTNING,9568544.29758,13495.1350757873
204,WAOWF,OKAN-WEN NF,POWDER MOUNTAIN,247,2009/07/26 00:00:00+00,2009/07/26 00:00:00+00,194.43637588,2009,LIGHTNING,8469614.654561,19589.8972686089
205,WAOWF,OKAN-WEN NF,FOAM CREEK WFU,061,2008/08/08 00:00:00+00,2008/08/08 00:00:00+00,602.4755335,2008,LIGHTNING,26243729.2639335,27863.0533956524
206,WAMSF,MT. BAKER-SNOQ NF,DOWNEY,063,2004/08/01 00:00:00+00,2004/08/01 00:00:00+00,319.68472309,2004,UNKNOWN,13925410.8359665,15548.1606230335
207,WAMSF,MT. BAKER-SNOQ NF,SONNY BOY,056,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,391.14601969,2003,UNKNOWN,17038252.464435,19061.6403524142
208,WAMSF,MT. BAKER-SNOQ NF,DOME CREEK,063,2004/08/01 00:00:00+00,2004/08/01 00:00:00+00,229.20416381,2004,UNKNOWN,9984093.4389305,12539.9833440464
209,WAOWF,OKAN-WEN NF,MCCOY,111,2007/09/27 00:00:00+00,2007/09/27 00:00:00+00,484.66368623,2007,UNKNOWN,21111865.724617,21469.3857268917
210,WAOWF,OKAN-WEN NF,EIGHTMILE,106,2010/08/18 00:00:00+00,2010/08/18 00:00:00+00,189.89080314,2010,LIGHTNING,8271610.2981515,11974.5440223053
211,WAOWF,OKAN-WEN NF,CRYSTAL,122,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,1284.65082626,2003,UNKNOWN,55959166.154444,47262.3456386597
212,WASES,WA DNR - SE REGION,MIDDLE FORK,UNKNOWN,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,2109.98353987,2003,UNKNOWN,91910515.353394,45320.9893520328
213,WASES,WA DNR - SE REGION,CARPENTER GULCH,287,2008/07/09 00:00:00+00,2008/08/11 00:00:00+00,120.7232244,2008,MISCELLANEOUS,5258682.620169,10019.1871778595
214,WASES,WA DNR - SE REGION,NORTH FORK,408,2005/08/29 00:00:00+00,2005/08/29 00:00:00+00,136.25182958,2005,UNKNOWN,5935105.956185,10160.3600885706
215,WACOA,COLVILLE AGENCY,RATTLESNAKE,070,2013/07/04 00:00:00+00,2013/07/05 00:00:00+00,506.66199677,2013,MISCELLANEOUS,22070108.2983775,19755.4985039086
216,WASES,WA DNR - SE REGION,25 MILE,199,2013/07/04 00:00:00+00,2013/07/08 00:00:00+00,2097.80322123,2013,UNKNOWN,91379942.795893,58918.5259845927
217,WACOA,COLVILLE AGENCY,HWY 155,118,2013/07/10 00:00:00+00,2013/07/08 00:00:00+00,194.22565463,2013,MISCELLANEOUS,8460435.673792,14281.2208144764
218,WANES,WA DNR - NE REGION,KNOX IN THE MIDDLE,642,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,79.74378985,2013,LIGHTNING,3473625.5914655,7012.34737697794
219,WANES,WA DNR - NE REGION,KNOX KNOX,650,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,3.95287959,2013,LIGHTNING,172186.7461925,1900.84640308236
220,WAOWF,OKAN-WEN NF,MOORE POINT,366,2013/07/28 00:00:00+00,2013/08/03 00:00:00+00,1573.13792257,2013,LIGHTNING,68525613.8038005,41993.6711721152
221,WAYAA,BIA - YAKIMA,MILE MARKER 28,081,2013/07/24 00:00:00+00,2013/08/04 00:00:00+00,26091.66238271,2013,MISCELLANEOUS,1136548267.18398,237574.704666563
222,WASES,WA DNR - SE REGION,EUREKA,106,2010/08/06 00:00:00+00,2010/08/08 00:00:00+00,20835.47526597,2010,UNKNOWN,907589672.216169,187472.678415398
223,WAOWF,OKAN-WEN NF,BOULDER CREEK,444,2010/08/04 00:00:00+00,2010/08/10 00:00:00+00,10100.76006235,2010,UNKNOWN,439987348.361308,96227.9480805523
224,WAOLP,OLYMPIC NP,HOPPER,010,2010/08/05 00:00:00+00,2010/08/18 00:00:00+00,385.06521319,2010,LIGHTNING,16773373.5929515,26620.8502837484
225,WANES,WA DNR - NE REGION,FISH HATCHERY,707,2010/08/26 00:00:00+00,2010/08/29 00:00:00+00,646.51561266,2010,POWER LINE,28162107.438804,42404.4032397705
226,WASES,WA DNR - SE REGION,HIWAY 8 FIRE,00543,2010/08/26 00:00:00+00,2010/08/30 00:00:00+00,2018.38353788,2010,POWER LINE,87920435.2271625,65856.0258396443
227,WANES,WA DNR - NE REGION,SLIDE CREEK,711,2010/08/26 00:00:00+00,2010/08/27 00:00:00+00,990.42358019,2010,POWER LINE,43142678.581954,42841.1771560389
228,WACOA,COLVILLE AGENCY,BUFFALO LAKE,163,2010/08/27 00:00:00+00,2010/08/28 00:00:00+00,407.94807233,2010,ARSON,17770146.9499325,24818.041227763
229,WASES,WA DNR - SE REGION,BAIRD SPRINGS,110,2010/09/10 00:00:00+00,2010/09/11 00:00:00+00,7668.88221653,2010,UNKNOWN,334055173.127242,106482.166300455
230,WAHNC,HANFORD,FFTF,0742,2010/08/01 00:00:00+00,2010/08/01 00:00:00+00,1266.00595102,2010,UNKNOWN,55146998.6375745,50930.8147402069
231,WAPCS,WA DNR - PC REGION,HILLTOP,0052,2010/08/14 00:00:00+00,2010/08/14 00:00:00+00,133.99953977,2010,UNKNOWN,5836996.604361,15023.7282164321
232,WAPCS,WA DNR - PC REGION,SPEELYAI,035,2010/07/24 00:00:00+00,2010/07/26 00:00:00+00,122.54881002,2010,UNKNOWN,5338204.8113885,11525.5971631211
233,WAWFS,WA FIRE SERVICE,VANSYCLE CANYON,202,2011/08/07 00:00:00+00,2011/08/07 00:00:00+00,4509.45682982,2011,UNKNOWN,196431153.779799,108330.326824301
234,WAOWF,OKAN-WEN NF,TUMWATER CANYON,323,2011/08/18 00:00:00+00,2011/08/21 00:00:00+00,458.11336064,2011,MISCELLANEOUS,19955338.1679525,23488.1933338422
235,WANES,WA DNR - NE REGION,SALMON,662,2011/08/29 00:00:00+00,2011/08/31 00:00:00+00,1979.07434739,2011,MISCELLANEOUS,86208133.7385775,54805.7513960686
236,WAOLP,OLYMPIC NP,BIG HUMP,124,2011/09/01 00:00:00+00,2011/09/16 00:00:00+00,1238.08228311,2011,UNKNOWN,53930648.5289715,58802.7344396709
237,WAWFS,WA FIRE SERVICE,WISHRAM II,409,2011/08/29 00:00:00+00,2011/08/29 00:00:00+00,9064.45533217,2011,UNKNOWN,394846094.880016,124948.952538553
238,WASES,WA DNR - SE REGION,MONASTERY COMPLEX,428,2011/09/07 00:00:00+00,2011/09/14 00:00:00+00,3621.14474022,2011,MISCELLANEOUS,157736433.936353,98638.8410202757
239,WANES,WA DNR - NE REGION,BARBER MOUNTAIN,786,2011/09/19 00:00:00+00,2011/09/19 00:00:00+00,814.61351612,2011,UNKNOWN,35484422.8241025,23137.6000842268
240,WACOA,COLVILLE AGENCY,KWEI KWEI CREEK,085,2011/08/06 00:00:00+00,2011/08/10 00:00:00+00,625.77331179,2011,UNKNOWN,27258576.427111,26846.515046034
241,WANES,WA DNR - NE REGION,MARYLS ROAD,489,2011/08/09 00:00:00+00,2011/08/10 00:00:00+00,408.59884586,2011,UNKNOWN,17798494.531477,24989.5541327427
242,WASES,WA DNR - SE REGION,WASHINGTON CREEK,257,2011/08/01 00:00:00+00,2011/08/06 00:00:00+00,245.68283678,2011,UNKNOWN,10701901.562604,18267.7159393812
243,WASPS,WA DNR - SPS REGION,EELS HILL,UNKNOWN,2011/08/17 00:00:00+00,2011/09/10 00:00:00+00,49.9780847,2011,UNKNOWN,2177036.6611475,7645.3675012371
244,WASES,WA DNR - SE REGION,NAVARRE,125,2012/07/05 00:00:00+00,2012/07/06 00:00:00+00,602.21934453,2012,MISCELLANEOUS,26232569.7171175,19469.6375895853
245,WASPD,SPOKANE BLM,241-BLM,245,2012/07/19 00:00:00+00,2012/07/19 00:00:00+00,4614.20558781,2012,UNKNOWN,200993991.42658,93659.8554772753
246,WASPD,SPOKANE BLM,ANTOINE 2,50310,2012/08/05 00:00:00+00,2012/08/08 00:00:00+00,6838.65621357,2012,UNKNOWN,297890673.096799,92506.9642937236
247,WACOA,COLVILLE AGENCY,BUFFALO LAKE ROAD,148,2012/08/15 00:00:00+00,2012/08/18 00:00:00+00,11307.50802329,2012,LIGHTNING,492553079.27626,180204.482940872
248,WASPD,SPOKANE BLM,DEATH WIND CANYON,50368,2012/08/19 00:00:00+00,2012/08/19 00:00:00+00,824.0437755,2012,LIGHTNING,35895203.2797315,34888.8790001566
249,WASES,WA DNR - SE REGION,TAYLOR BRIDGE,064,2012/08/13 00:00:00+00,2012/08/22 00:00:00+00,23501.08189576,2012,MISCELLANEOUS,1023703032.55473,290684.113382721
250,WAYAA,BIA - YAKIMA,DIAMOND BUTTE,108,2012/08/19 00:00:00+00,2012/08/24 00:00:00+00,284.42605119,2012,UNKNOWN,12389549.2315215,25796.4447640742
251,WASPD,SPOKANE BLM,ROOSEVELT,119,2012/07/03 00:00:00+00,2012/07/06 00:00:00+00,2826.61213127,2012,MISCELLANEOUS,123126731.929677,61801.2351757374
252,ORWWF,WALLOWA-WHITMAN NF,CACHE CREEK,742,2012/08/21 00:00:00+00,2012/09/04 00:00:00+00,73694.73896911,2012,UNKNOWN,3210129988.93595,464900.460586341
253,WASES,WA DNR - SE REGION,HIGHWAY 141,430,2012/09/05 00:00:00+00,2012/09/09 00:00:00+00,1635.84274497,2012,UNKNOWN,71257024.9419595,62677.321660876
254,WACOA,COLVILLE AGENCY,MANILA CREEK,176,2012/09/09 00:00:00+00,2012/09/10 00:00:00+00,200.75702243,2012,LIGHTNING,8744940.9170255,14841.7281886554
255,WACOA,COLVILLE AGENCY,TOP OF PETER DAN CREEK,174,2012/09/08 00:00:00+00,2012/09/11 00:00:00+00,20.24074146,2012,LIGHTNING,881683.171093,4428.21746208642
256,WACOA,COLVILLE AGENCY,TIMM BROTHERS,182,2012/09/09 00:00:00+00,2012/09/11 00:00:00+00,1358.68394334,2012,MISCELLANEOUS,59184035.835011,45215.9301419692
257,WACOA,COLVILLE AGENCY,JIM CREEK #3,171,2012/09/08 00:00:00+00,2012/09/12 00:00:00+00,26.1523987,2012,LIGHTNING,1139193.930466,4997.67818323016
258,WAWFS,WA FIRE SERVICE,LEAHY JUNCTION,308,2012/09/10 00:00:00+00,2012/09/13 00:00:00+00,72425.92991647,2012,LIGHTNING,3154860887.67987,403190.247927899
259,WASPD,SPOKANE BLM,BARKER CANYON,50491,2012/09/08 00:00:00+00,2012/09/13 00:00:00+00,15804.25044832,2012,UNKNOWN,688430395.798926,225110.398254355
260,WAWFS,WA FIRE SERVICE,APACHE PASS,310,2012/09/09 00:00:00+00,2012/09/13 00:00:00+00,23324.09347551,2012,UNKNOWN,1015993447.80716,321822.590235034
261,WAOWF,OKAN-WEN NF,LEECHER,571,2012/09/09 00:00:00+00,2012/09/17 00:00:00+00,1319.70299959,2012,LIGHTNING,57486032.717148,57087.7243234052
262,WAOWF,OKAN-WEN NF,HUNTER,520,2012/09/09 00:00:00+00,2012/09/17 00:00:00+00,211.42089207,2012,LIGHTNING,9209457.220459,21011.9714433724
263,WAOWF,OKAN-WEN NF,TRAIL CREEK,539,2012/09/09 00:00:00+00,2012/09/17 00:00:00+00,24.11552485,2012,LIGHTNING,1050468.060521,9433.60621691687
264,WAOWF,OKAN-WEN NF,STAFFORD CREEK,585,2012/09/09 00:00:00+00,2012/09/23 00:00:00+00,33.80616122,2012,LIGHTNING,1472590.492298,8536.32790579069
265,WAOWF,OKAN-WEN NF,DIAMOND HEAD,596,2012/09/10 00:00:00+00,2012/09/19 00:00:00+00,1055.94721861,2012,UNKNOWN,45996876.854547,107661.215268627
266,WAOWF,OKAN-WEN NF,GOLD CREEK SPRINGS,462,2012/09/09 00:00:00+00,2012/09/19 00:00:00+00,31.51178589,2012,LIGHTNING,1372647.902603,5186.72676838623
267,WAOWF,OKAN-WEN NF,OLD BLEWETT PASS,597,2012/09/10 00:00:00+00,2012/09/19 00:00:00+00,22.4092772,2012,LIGHTNING,976144.2101575,7776.12365320287
268,WAOWF,OKAN-WEN NF,MOON BEAM,595,2012/09/10 00:00:00+00,2012/09/18 00:00:00+00,0.30379979,2012,LIGHTNING,13233.465927,729.885636055749
269,WAOWF,OKAN-WEN NF,JACK CREEK PASS,642,2012/09/09 00:00:00+00,2012/09/18 00:00:00+00,7.27095038,2012,UNKNOWN,316721.3316915,3439.63368502888
270,WAOWF,OKAN-WEN NF,BYRD,559,2012/09/09 00:00:00+00,2012/09/21 00:00:00+00,14164.08513399,2012,LIGHTNING,616985080.489141,196347.800806207
271,WAOWF,OKAN-WEN NF,TIMBER CREEK,644,2012/09/15 00:00:00+00,2012/09/20 00:00:00+00,153.01404743,2012,UNKNOWN,6665265.2449605,13935.5811082705
272,WAOWF,OKAN-WEN NF,WILD ROSE,534,2012/09/09 00:00:00+00,2012/09/22 00:00:00+00,1926.29887951,2012,UNKNOWN,83909243.553323,46233.3724619222
273,WANES,WA DNR - NE REGION,CHAMOKANE CREEK,137,2007/07/02 00:00:00+00,2007/07/02 00:00:00+00,155.91204468,2007,UNKNOWN,6791501.5,13524.2003055649
274,WAOWF,OKAN-WEN NF,BUCKHORN,610,2012/09/09 00:00:00+00,2012/09/24 00:00:00+00,4631.12177558,2012,LIGHTNING,201730857.618294,71123.1921496794
275,WAOWF,OKAN-WEN NF,FRENCH CABIN CREEK,589,2012/09/10 00:00:00+00,2012/09/24 00:00:00+00,42.73913369,2012,LIGHTNING,1861709.2167825,6192.76621205556
276,WAOWF,OKAN-WEN NF,FIRST CREEK,573,2012/09/09 00:00:00+00,2012/09/25 00:00:00+00,1361.00014754,2012,LIGHTNING,59284929.2862555,64596.0447332361
277,WAOWF,OKAN-WEN NF,MAVERICK,612,2012/09/11 00:00:00+00,2012/09/27 00:00:00+00,20.54254177,2012,LIGHTNING,894829.540096,4392.5889028867
278,WAOWF,OKAN-WEN NF,GOAT,649,2012/09/15 00:00:00+00,2012/09/26 00:00:00+00,7377.6025074,2012,MISCELLANEOUS,321367079.750263,114677.21590158
279,WAOWF,OKAN-WEN NF,POISON CANYON,470,2012/09/08 00:00:00+00,2012/09/29 00:00:00+00,5931.40079488,2012,LIGHTNING,258370785.138657,87919.8133590553
280,WAOWF,OKAN-WEN NF,CANYON,559,2012/09/09 00:00:00+00,2012/09/29 00:00:00+00,7557.52421717,2012,LIGHTNING,329204438.078341,114918.867087571
281,WAOWF,OKAN-WEN NF,WHITE PINE,655,2012/09/11 00:00:00+00,2012/09/30 00:00:00+00,60.85919638,2012,LIGHTNING,2651015.9903935,7027.35841279747
282,WAOWF,OKAN-WEN NF,CASHMERE,548,2012/09/09 00:00:00+00,2012/10/06 00:00:00+00,2791.69448074,2012,UNKNOWN,121605725.156531,90124.3576849525
283,WAOWF,OKAN-WEN NF,PYRAMID,510,2012/09/09 00:00:00+00,2012/10/06 00:00:00+00,1906.12772526,2012,LIGHTNING,83030591.5889365,44616.6276745303
284,WAOWF,OKAN-WEN NF,KLONE PEAK,507,2012/09/09 00:00:00+00,2012/10/06 00:00:00+00,1506.49192302,2012,LIGHTNING,65622525.6759455,50631.2109520928
285,WAOWF,OKAN-WEN NF,BASALT PEAK,620,2012/09/12 00:00:00+00,2012/10/06 00:00:00+00,1261.05014419,2012,UNKNOWN,54931124.5559565,38232.7281295968
286,WAOWF,OKAN-WEN NF,CUITIN LAKE,656,2012/09/11 00:00:00+00,2012/10/06 00:00:00+00,309.12280753,2012,LIGHTNING,13465335.634722,25045.2609577306
287,WAOWF,OKAN-WEN NF,SEARS CREEK,511,2012/09/09 00:00:00+00,2012/10/06 00:00:00+00,656.20735759,2012,UNKNOWN,28584278.1591725,28675.8100468684
288,WAOWF,OKAN-WEN NF,PEAVINE CANYON,482,2012/09/08 00:00:00+00,2012/10/06 00:00:00+00,19997.98138104,2012,LIGHTNING,871108584.513459,238886.544469357
289,WASPS,WA DNR - SPS REGION,POWERLINE #2,066,2012/10/04 00:00:00+00,2012/10/06 00:00:00+00,229.4779795,2012,ARSON,9996020.8028215,19724.5705054701
